league.year,league.name,phase.name,entry.name,seq,person.ref,person.name.last,person.name.given,S_FIRST,S_LAST
1971,Mexican League,regular,Veracruz,1,M90018,Castano,Tony,,
1971,Mexican League,regular,Veracruz,2,M90026,Izquierdo,Enrique,,
1971,Mexican League,regular,Gomez Palacio,0,M90039,Minoso,Minnie,,
1971,Mexican League,regular,Jalisco,0,M90047,Reyes,Benjamin,,
1971,Mexican League,regular,Mexico City Reds,0,M90052,Guerrero,Jose,,
1971,Mexican League,regular,Mexico City Tigers,0,M90060,Garcia,Jose Luis,,
1971,Mexican League,regular,Monterrey,0,M90071,Magallon,Manuel,,
1971,Mexican League,regular,Poza Rica,1,M90083,Garcia,David,,
1971,Mexican League,regular,Poza Rica,2,M90094,Camacho,Moises,,
1971,Mexican League,regular,Reynosa,0,M90107,Camacho,Ronaldo,,
1971,Mexican League,regular,Sabinas,1,M90110,Garcia,Vinicio,,
1971,Mexican League,regular,Sabinas,2,M90129,Montelongo,Roberto,,
1971,Mexican League,regular,Sabinas,3,M90132,Ayon,Andres,,
1971,Mexican League,regular,Sabinas,4,M90141,Lopez,Manuel,,
1971,Mexican League,regular,Sabinas,5,M90155,Moreno,Jesus,,
1971,Mexican League,regular,Sabinas,6,M90164,Gomez,Ruben,,
1971,Mexican League,regular,Sabinas,7,M90178,Preciado,Alfonso,,
1971,Mexican League,regular,Saltillo,1,M90186,Herrera,Tomas,,
1971,Mexican League,regular,Saltillo,2,M90193,Tanaka,Andres,,
1971,Mexican League,regular,Tampico,0,M90204,Sotelo,Miguel,,
1971,Mexican League,regular,Yucatan,0,M90212,Aldama,Leonel,,
