league.year,league.name,phase.name,entry.name,seq,person.ref,person.name.last,person.name.given,S_FIRST,S_LAST
1975,Mexican League,regular,Aguascalientes,0,M90018,Camacho,Ronaldo,,
1975,Mexican League,regular,Chihuahua,0,M90026,Gaspar,Miguel,,
1975,Mexican League,regular,Coahuilla,0,M90039,Herrera,Tomas,,
1975,Mexican League,regular,Cordoba,0,M90047,Reyes,Napoleon,,
1975,Mexican League,regular,Jalisco,0,M90052,Garcia,Vinicio,,
1975,Mexican League,regular,Juarez,0,M90060,Mendoza,C. Rigoberto,,
1975,Mexican League,regular,Mexico City Reds,0,M90071,Reyes,Benjamin,,
1975,Mexican League,regular,Mexico City Tigers,0,M90083,Garcia,Jose Luis,,
1975,Mexican League,regular,Monterrey,0,M90094,Sotelo,Miguel,,
1975,Mexican League,regular,Poza Rica,0,M90107,Camacho,Moises,,
1975,Mexican League,regular,Puebla,0,M90110,Castano,Antonio,,
1975,Mexican League,regular,Reynosa,0,M90129,Fitch,Jorge,,
1975,Mexican League,regular,Saltillo,0,M90132,Garcia,David,,
1975,Mexican League,regular,Tampico,0,M90141,Valenzuela,Benjamin,,
1975,Mexican League,regular,Union Laguna,1,M90155,Guerrero,Jose,,
1975,Mexican League,regular,Union Laguna,2,M90164,Fortes,Manolo,,
1975,Mexican League,regular,Villahermosa,1,M90178,Herrera,J. Francisco,,
1975,Mexican League,regular,Villahermosa,2,M90186,Ramos,Pedro,,
