league.year,league.name,entry.name,phase.name,division.name,S_FIRST,S_LAST,R_G,R_W,R_L,R_T,R_PCT,R_RANK,R_ATT,B_G,B_IP,B_AB,B_R,B_ER,B_H,B_TB,B_1B,B_2B,B_3B,B_HR,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_SB,B_CS,B_AVG,P_G,P_CG,P_SHO,P_GF,P_W,P_L,P_T,P_PCT,P_IP,P_AB,P_R,P_ER,P_H,P_HR,P_BB,P_IBB,P_SO,P_HP,P_SH,P_SF,P_WP,P_BK,P_ERA,F_G,F_TC,F_PO,F_A,F_E,F_DP,F_TP,F_PB,F_XI,F_LOB,F_PCT
1966,Mexican League,Mexico City Tigers,regular/first,,,,,43,27,0,0.614,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,Mexican League,Monterrey,regular/first,,,,,42,28,0,0.6000000000000001,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,Mexican League,Puebla,regular/first,,,,,35,35,0,0.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,Mexican League,Jalisco,regular/first,,,,,34,35,0,0.493,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,Mexican League,Mexico City Reds,regular/first,,,,,34,36,0,0.486,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,Mexican League,Poza Rica,regular/first,,,,,33,37,0,0.47100000000000003,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,Mexican League,Veracruz,regular/first,,,,,33,37,0,0.47100000000000003,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,Mexican League,Reynosa,regular/first,,,,,25,44,0,0.362,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,Mexican League,Mexico City Reds,regular/second,,,,,40,30,0,0.5710000000000001,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,Mexican League,Veracruz,regular/second,,,,,39,30,1,0.5650000000000001,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,Mexican League,Puebla,regular/second,,,,,38,31,0,0.551,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,Mexican League,Monterrey,regular/second,,,,,37,33,0,0.529,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,Mexican League,Mexico City Tigers,regular/second,,,,,35,35,1,0.5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,Mexican League,Jalisco,regular/second,,,,,35,35,1,0.5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,Mexican League,Poza Rica,regular/second,,,,,28,42,0,0.4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,Mexican League,Reynosa,regular/second,,,,,27,43,1,0.386,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,Mexican League,Mexico City Tigers,final,,,,,4,2,0,0.667,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,Mexican League,Mexico City Reds,final,,,,,2,4,0,0.333,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,Mexican League,Mexico City Reds,regular,,,,,,,,,,445664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,Mexican League,Mexico City Tigers,regular,,,,,,,,,,387520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,Mexican League,Monterrey,regular,,,,,,,,,,319216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,Mexican League,Jalisco,regular,,,,,,,,,,280126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,Mexican League,Poza Rica,regular,,,,,,,,,,234611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,Mexican League,Puebla,regular,,,,,,,,,,184809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,Mexican League,Veracruz,regular,,,,,,,,,,143199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,Mexican League,Reynosa,regular,,,,,,,,,,119845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,Mexican League,Mexico City Reds,regular,,,,,,,,,,,140,,4572,625,,1314,1742,,166,80,34,560,388,,670,,17,63,,84,,0.28700000000000003,,,,,,,,,,,623,,,,,,,,,,,,,,,,,,,,,,,
1966,Mexican League,Puebla,regular,,,,,,,,,,,139,,4443,698,,1224,1826,,214,44,100,623,504,,663,,30,50,,48,,0.275,,,,,,,,,,,614,,,,,,,,,,,,,,,,,,,,,,,
1966,Mexican League,Poza Rica,regular,,,,,,,,,,,140,,4461,613,,1213,1755,,175,26,105,576,494,,715,,31,47,,22,,0.272,,,,,,,,,,,704,,,,,,,,,,,,,,,,,,,,,,,
