league.year,league.name,entry.name,phase.name,division.name,S_FIRST,S_LAST,R_G,R_W,R_L,R_T,R_PCT,R_RANK,R_ATT,B_G,B_IP,B_AB,B_R,B_ER,B_H,B_TB,B_1B,B_2B,B_3B,B_HR,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_SB,B_CS,B_AVG,P_G,P_CG,P_SHO,P_GF,P_W,P_L,P_T,P_PCT,P_IP,P_AB,P_R,P_ER,P_H,P_HR,P_BB,P_IBB,P_SO,P_HP,P_SH,P_SF,P_WP,P_BK,P_ERA,F_G,F_TC,F_PO,F_A,F_E,F_DP,F_TP,F_PB,F_XI,F_LOB,F_PCT
1955,Big State League,Corpus Christi,regular/first,,,,,45,17,0,0.726,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,Big State League,Tyler,regular/first,,,,,35,32,0,0.522,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,Big State League,Port Arthur,regular/first,,,,,34,32,0,0.515,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,Big State League,Texas City,regular/first,,,,,32,34,0,0.485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,Big State League,Galveston,regular/first,,,,,28,30,0,0.483,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,Big State League,Harlingen,regular/first,,,,,29,36,0,0.446,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,Big State League,Waco,regular/first,,,,,28,37,0,0.431,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,Big State League,Austin,regular/first,,,,,27,40,0,0.402,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,Big State League,Corpus Christi,regular/second,,,,,48,31,0,0.608,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,Big State League,Waco,regular/second,,,,,46,32,0,0.59,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,Big State League,Texas City,regular/second,,,,,39,33,0,0.542,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,Big State League,Harlingen,regular/second,,,,,36,43,0,0.456,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,Big State League,Port Arthur,regular/second,,,,,30,42,0,0.417,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,Big State League,Austin,regular/second,,,,,31,45,0,0.408,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,Big State League,Tyler,regular/second,,,,,1,5,0,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,Big State League,Corpus Christi,semifinal,Semifinal 1,,,,4,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,Big State League,Harlingen,semifinal,Semifinal 1,,,,1,4,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,Big State League,Waco,semifinal,Semifinal 2,,,,4,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,Big State League,Texas City,semifinal,Semifinal 2,,,,3,4,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,Big State League,Corpus Christi,final,,,,,4,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,Big State League,Waco,final,,,,,0,4,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,Big State League,Corpus Christi,regular,,,,,,,,,,102788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,Big State League,Port Arthur,regular,,,,,,,,,,71063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,Big State League,Harlingen,regular,,,,,,,,,,55418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,Big State League,Waco,regular,,,,,,,,,,53961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,Big State League,Austin,regular,,,,,,,,,,50536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,Big State League,Texas City,regular,,,,,,,,,,35402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,Big State League,Tyler,regular,,,,,,,,,,26443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,Big State League,Galveston,regular,,,,,,,,,,19600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,Big State League,Corpus Christi,regular,,,,,,,,,,,141,,4799,970,,1387,2296,,249,60,180,857,641,,767,,38,57,,,,0.289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,Big State League,Waco,regular,,,,,,,,,,,143,,4792,782,,1349,2065,,249,43,127,700,498,,807,,34,77,,,,0.282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,Big State League,Port Arthur,regular,,,,,,,,,,,138,,4578,577,,1267,1842,,242,33,89,546,575,,487,,41,48,,,,0.277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,Big State League,Texas City,regular,,,,,,,,,,,138,,4674,685,,1277,1822,,217,62,68,606,517,,626,,38,56,,,,0.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,Big State League,Tyler,regular,,,,,,,,,,,73,,2446,352,,661,932,,112,21,39,314,243,,322,,18,37,,,,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,Big State League,Galveston,regular,,,,,,,,,,,58,,1969,306,,520,780,,98,15,44,286,279,,327,,22,36,,,,0.264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,Big State League,Harlingen,regular,,,,,,,,,,,144,,4882,685,,1254,1793,,239,48,68,589,542,,606,,37,57,,,,0.257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,Big State League,Austin,regular,,,,,,,,,,,143,,4774,577,,1213,1720,,191,62,64,527,452,,588,,33,65,,,,0.254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,Big State League,Port Arthur,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,,3550,1554,163,49,1,13,,,0.969
1955,Big State League,Austin,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,,3707,1602,184,120,0,9,,,0.967
