league.year,league.name,entry.name,phase.name,division.name,S_FIRST,S_LAST,R_G,R_W,R_L,R_T,R_PCT,R_RANK,R_ATT,B_G,B_IP,B_AB,B_R,B_ER,B_H,B_TB,B_1B,B_2B,B_3B,B_HR,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_SB,B_CS,B_AVG,P_G,P_CG,P_SHO,P_GF,P_W,P_L,P_T,P_PCT,P_IP,P_AB,P_R,P_ER,P_H,P_HR,P_BB,P_IBB,P_SO,P_HP,P_SH,P_SF,P_WP,P_BK,P_ERA,F_G,F_TC,F_PO,F_A,F_E,F_DP,F_TP,F_PB,F_XI,F_LOB,F_PCT
1914,American Association,Milwaukee,regular,,,,,98,68,,0.59,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1914,American Association,Louisville,regular,,,,,95,73,,0.565,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1914,American Association,Indianapolis,regular,,,,,88,77,,0.533,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1914,American Association,Columbus,regular,,,,,86,77,,0.528,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1914,American Association,Cleveland,regular,,,,,82,81,,0.503,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1914,American Association,Kansas City,regular,,,,,84,84,,0.5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1914,American Association,Minneapolis,regular,,,,,75,93,,0.446,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1914,American Association,St. Paul,regular,,,,,56,111,,0.331,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1914,American Association,Columbus,regular,,,,,,,,,,,165,,5628,874,,1533,2060,,247,86,36,,631,,534,,,250,,136,,0.272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1914,American Association,Milwaukee,regular,,,,,,,,,,,169,,5607,855,,1527,2082,,236,83,51,,705,,657,,,228,,189,,0.272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1914,American Association,Kansas City,regular,,,,,,,,,,,169,,5734,849,,1578,2132,,238,89,46,,652,,666,,,194,,239,,0.275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1914,American Association,Louisville,regular,,,,,,,,,,,170,,5726,816,,1530,2046,,226,100,30,,732,,587,,,211,,140,,0.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1914,American Association,Indianapolis,regular,,,,,,,,,,,169,,5511,811,,1472,1969,,207,109,24,,684,,642,,,198,,212,,0.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1914,American Association,Minneapolis,regular,,,,,,,,,,,170,,5719,791,,1572,2064,,271,61,33,,603,,597,,,210,,154,,0.275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1914,American Association,Cleveland,regular,,,,,,,,,,,166,,5623,741,,1535,2007,,225,98,17,,569,,638,,,161,,161,,0.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1914,American Association,St. Paul,regular,,,,,,,,,,,168,,5720,692,,1471,1920,,207,70,34,,534,,575,,,140,,109,,0.257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1914,American Association,Minneapolis,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,,4463,2354,277,138,1,14,,,0.961
1914,American Association,Columbus,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165,,4412,2081,271,141,0,19,,,0.96
1914,American Association,St. Paul,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,,4403,2045,285,122,0,31,,,0.958
1914,American Association,Louisville,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,,4640,2143,307,129,1,16,,,0.957
