league.year,league.name,phase.name,entry.name,seq,person.ref,person.name.last,person.name.given,S_FIRST,S_LAST
1957,Alabama-Florida League,regular,Montgomery,0,M90018,Overmire,Frank (Stubby),,
1957,Alabama-Florida League,regular,Graceville,1,M90026,Wellman,Robert,,
1957,Alabama-Florida League,regular,Graceville,2,M90039,Grant,Charles,19570720,
1957,Alabama-Florida League,regular,Panama City,0,M90047,Deery,James,,
1957,Alabama-Florida League,regular,Fort Walton Beach,0,M90052,Cobb,Neal,,
1957,Alabama-Florida League,regular,Pensacola,1,M90060,Fitzgerald,Louie,,
1957,Alabama-Florida League,regular,Pensacola,2,M90071,Ford,Rex,19570610,19570619
1957,Alabama-Florida League,regular,Pensacola,3,M90083,Fitzgerald,Louie,19570620,
1957,Alabama-Florida League,regular,Selma,0,M90094,Kerr,John (Buddy),,
1957,Appalachian League,regular,Bluefield,0,M90018,Bragan,James,,
1957,Appalachian League,regular,Johnson City,0,M90026,Taylor,Benjamin,,
1957,Appalachian League,regular,Salem,0,M90039,Dorton,M. Lamar,,
1957,Appalachian League,regular,Wytheville,0,M90047,Grodzicki,John,,
1957,Appalachian League,regular,Pulaski,1,M90052,Himsel,Avitus (Vedie),,
1957,Appalachian League,regular,Pulaski,2,M90060,Bottomley,James,19570626,
1957,Appalachian League,regular,Pulaski,3,M90071,Wilson,H. D. (Rube),19570628,
1957,Appalachian League,regular,Pulaski,4,M90083,Thurlby,Burdette,19570630,
1957,Appalachian League,regular,Kingsport,0,M90094,Drake,Enid,,
1957,Arizona-Mexico League,regular,Phoenix,0,M90018,Hooper,Robert,,
1957,Arizona-Mexico League,regular,Cananea,1,M90026,Solano,Claudio,,
1957,Arizona-Mexico League,regular,Cananea,2,M90039,Rios,Daniel,19570516,
1957,Arizona-Mexico League,regular,Douglas,0,M90047,Clear,E. Robert,,
1957,Arizona-Mexico League,regular,Las Vegas,0,M90052,Marion,John (Red),,
1957,Arizona-Mexico League,regular,Tucson,1,M90060,Jameson,Don,,
1957,Arizona-Mexico League,regular,Tucson,2,M90071,Choukalos,Ernest,19570630,
1957,Arizona-Mexico League,regular,Mexicali,1,M90083,Wilson,Arthur,,
1957,Arizona-Mexico League,regular,Mexicali,2,M90094,Magallon,Manuel,19570813,
1957,Big State League,regular,Victoria,0,M90018,Rochelli,Louis,,
1957,Big State League,regular,Corpus Christi,1,M90026,Just,Joseph,,
1957,Big State League,regular,Corpus Christi,2,M90039,Wilkinson,John (Jack),19570615,
1957,Big State League,regular,Beaumont,0,M90047,Basgall,Romanus (Monty),,
1957,Big State League,regular,Abilene,0,M90052,Storie,Burl,,
1957,Big State League,regular,Port Arthur/Temple,0,M90060,Barillari,Alfred,,
1957,Big State League,regular,Wichita Falls,1,M90071,Wilkinson,John (Jack),,
1957,Big State League,regular,Wichita Falls,2,M90083,Beeler,Joseph (Jodie),19570508,
1957,Georgia-Florida League,regular,Albany,0,M90018,Riddle,Charles (Chase),,
1957,Georgia-Florida League,regular,Valdosta,0,M90026,Wasiak,Stanley,,
1957,Georgia-Florida League,regular,Thomasville,1,M90039,Rufer,Rudolf,,
1957,Georgia-Florida League,regular,Thomasville,2,M90047,Hamilton,Leon,19570719,
1957,Georgia-Florida League,regular,Thomasville,3,M90052,Wright,Roger,19570727,
1957,Georgia-Florida League,regular,Fitzgerald,0,M90060,Weaver,Earl,,
1957,Georgia-Florida League,regular,Moultrie/Brunswick,0,M90071,Zientara,Benjamin,,
1957,Georgia-Florida League,regular,Waycross,0,M90083,Fandozzi,Michael,,
1957,Illinois-Indiana-Iowa League,regular,Evansville,0,M90018,Coleman,Robert,,
