league.year,league.name,phase.name,entry.name,seq,person.ref,person.name.last,person.name.given,S_FIRST,S_LAST
1957,Illinois-Indiana-Iowa League,regular,Peoria,0,M90026,Hoscheit,Vernard,,
1957,Illinois-Indiana-Iowa League,regular,Davenport,0,M90039,Scalzi,Frank,,
1957,Illinois-Indiana-Iowa League,regular,Burlington,0,M90047,Raffensberger,Kenneth,,
1957,Illinois-Indiana-Iowa League,regular,Keokuk,0,M90052,May,Merrill (Pinky),,
1957,Illinois-Indiana-Iowa League,regular,Cedar Rapids,0,M90060,Ozark,Daniel,,
1957,Midwest League,regular,Kokomo,1,M90018,Reiser,Harold (Pete),,
1957,Midwest League,regular,Kokomo,2,M90026,Ackerman,Carl,19570508,19570513
1957,Midwest League,regular,Kokomo,3,M90039,Reiser,Harold (Pete),19570514,19570522
1957,Midwest League,regular,Kokomo,4,M90047,Ackerman,Carl,19570523,19570530
1957,Midwest League,regular,Kokomo,5,M90052,Reiser,Harold (Pete),19570601,
1957,Midwest League,regular,Decatur,0,M90060,Unser,Albert,,
1957,Midwest League,regular,Dubuque,0,M90071,Noga,George,,
1957,Midwest League,regular,Michigan City,0,M90083,Klaus,Richie,,
1957,Midwest League,regular,Clinton,0,M90094,Wentzel,Stanley,,
1957,Midwest League,regular,Lafayette,0,M90107,Deal,Kenneth,,
1957,Midwest League,regular,Paris,0,M90110,Walker,Verlon,,
1957,Midwest League,regular,Mattoon,0,M90129,Krausse,Lewis,,
1957,Northern League,regular,Duluth-Superior,0,M90018,Hauser,Joseph,,
1957,Northern League,regular,Winnipeg,0,M90026,Benson,Vernon,,
1957,Northern League,regular,Eau Claire,0,M90039,Maltzberger,Gordon,,
1957,Northern League,regular,Fargo-Moorhead,1,M90047,Torney,Frank,,
1957,Northern League,regular,Fargo-Moorhead,2,M90052,Blackman,Kenneth,19570824,
1957,Northern League,regular,St. Cloud,0,M90060,Pavlick,Peter,,
1957,Northern League,regular,Wausau,0,M90071,Novick,Walter,,
1957,Northern League,regular,Aberdeen,1,M90083,Capps,William,,
1957,Northern League,regular,Aberdeen,2,M90094,Lutz,Bernard,19570701,
1957,Northern League,regular,Grand Forks,1,M90107,Kubski,Albert,,
1957,Northern League,regular,Grand Forks,2,M90110,Paepke,John (Jack),19570707,
1957,South Atlantic League,regular,Augusta,0,M90018,Adair,Marion (Bill),,
1957,South Atlantic League,regular,Charlotte,0,M90026,Verble,Gene,,
1957,South Atlantic League,regular,Savannah,0,M90039,Brown,James,,
1957,South Atlantic League,regular,Knoxville,0,M90047,Staller,George,,
1957,South Atlantic League,regular,Columbus,0,M90052,Newsome,A. Lamar (Skeeter),,
1957,South Atlantic League,regular,Jacksonville,1,M90060,Owen,Arnold (Mickey),,
1957,South Atlantic League,regular,Jacksonville,2,M90071,Wilson,Grady,19570613,
1957,South Atlantic League,regular,Jacksonville,3,M90083,Just,Joseph,19570617,
1957,South Atlantic League,regular,Columbia,0,M90094,White,Ernest,,
1957,South Atlantic League,regular,Macon,0,M90107,Holt,Golden,,
