league.year,league.name,entry.name,phase.name,division.name,S_FIRST,S_LAST,R_G,R_W,R_L,R_T,R_PCT,R_RANK,R_ATT,B_G,B_IP,B_AB,B_R,B_ER,B_H,B_TB,B_1B,B_2B,B_3B,B_HR,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_SB,B_CS,B_AVG,P_G,P_CG,P_SHO,P_GF,P_W,P_L,P_T,P_PCT,P_IP,P_AB,P_R,P_ER,P_H,P_HR,P_BB,P_IBB,P_SO,P_HP,P_SH,P_SF,P_WP,P_BK,P_ERA,F_G,F_TC,F_PO,F_A,F_E,F_DP,F_TP,F_PB,F_XI,F_LOB,F_PCT
1969,Mexican League,Reynosa,regular,,,,,91,63,3,0.591,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969,Mexican League,Monterrey,regular,,,,,88,66,0,0.5710000000000001,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969,Mexican League,Jalisco,regular,,,,,82,70,6,0.539,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969,Mexican League,Veracruz,regular,,,,,81,73,7,0.526,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969,Mexican League,Mexico City Reds,regular,,,,,74,80,2,0.481,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969,Mexican League,Puebla,regular,,,,,72,82,0,0.468,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969,Mexican League,Poza Rica,regular,,,,,66,87,3,0.431,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969,Mexican League,Mexico City Tigers,regular,,,,,60,93,1,0.392,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969,Mexican League,Jalisco,regular,,,,,,,,,,218068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969,Mexican League,Mexico City Reds,regular,,,,,,,,,,428548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969,Mexican League,Mexico City Tigers,regular,,,,,,,,,,246033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969,Mexican League,Monterrey,regular,,,,,,,,,,417182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969,Mexican League,Poza Rica,regular,,,,,,,,,,187354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969,Mexican League,Puebla,regular,,,,,,,,,,123216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969,Mexican League,Reynosa,regular,,,,,,,,,,207429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969,Mexican League,Veracruz,regular,,,,,,,,,,145995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969,Mexican League,Mexico City Reds,regular,,,,,,,,,,,156,,4976,619,,1406,1764,,177,50,27,541,435,,545,,32,91,,69,,0.28300000000000003,,,,,,,,,,,576,,,,,,,,,,,,,,,,,,,,,,,
1969,Mexican League,Puebla,regular,,,,,,,,,,,154,,4916,674,,1383,1912,,199,36,86,602,565,,734,,29,64,,49,,0.281,,,,,,,,,,,732,,,,,,,,,,,,,,,,,,,,,,,
1969,Mexican League,Jalisco,regular,,,,,,,,,,,158,,4954,653,,1390,1884,,201,61,57,579,443,,737,,62,70,,72,,0.281,,,,,,,,,,,575,,,,,,,,,,,,,,,,,,,,,,,
1969,Mexican League,Monterrey,regular,,,,,,,,,,,154,,4861,621,,1339,1918,,173,35,112,575,443,,733,,31,72,,32,,0.275,,,,,,,,,,,558,,,,,,,,,,,,,,,,,,,,,,,
1969,Mexican League,Poza Rica,regular,,,,,,,,,,,156,,4800,564,,1292,1680,,201,35,39,517,518,,622,,29,95,,29,,0.269,,,,,,,,,,,611,,,,,,,,,,,,,,,,,,,,,,,
1969,Mexican League,Mexico City Tigers,regular,,,,,,,,,,,154,,4943,526,,1305,1679,,155,42,45,473,420,,709,,48,66,,47,,0.264,,,,,,,,,,,722,,,,,,,,,,,,,,,,,,,,,,,
1969,Mexican League,Reynosa,regular,,,,,,,,,,,157,,4871,603,,1263,1719,,204,60,44,530,499,,757,,30,86,,135,,0.259,,,,,,,,,,,461,,,,,,,,,,,,,,,,,,,,,,,
1969,Mexican League,Veracruz,regular,,,,,,,,,,,161,,5007,586,,1247,1689,,149,43,69,515,537,,926,,44,67,,65,,0.249,,,,,,,,,,,611,,,,,,,,,,,,,,,,,,,,,,,
1969,Mexican League,Veracruz,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,,3999,1808,151,144,0,24,,,0.975
1969,Mexican League,Reynosa,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,,3939,1681,158,130,0,19,,,0.973
