league.year,league.name,phase.name,entry.name,seq,person.ref,person.name.last,person.name.given,S_FIRST,S_LAST
1956,American Association,regular,Indianapolis,0,M90018,Farrell,M. Kerby,,
1956,American Association,regular,Denver,0,M90026,Houk,Ralph,,
1956,American Association,regular,Omaha,0,M90039,Keane,John,,
1956,American Association,regular,Minneapolis,0,M90047,Stanky,Edward,,
1956,American Association,regular,St. Paul,1,M90052,Macon,Max,,
1956,American Association,regular,St. Paul,2,M90060,Hartsfield,Roy,19560831,
1956,American Association,regular,Charleston,1,M90071,Metro,Charles,,
1956,American Association,regular,Charleston,2,M90083,Skaff,Francis,19560511,
1956,American Association,regular,Wichita,0,M90094,Selkirk,George,,
1956,American Association,regular,Louisville,1,M90107,Marion,John (Red),,
1956,American Association,regular,Louisville,2,M90110,Carey,Max,19560725,
1956,International League,regular,Toronto,0,M90018,Betzel,Bruno,,
1956,International League,regular,Rochester,0,M90026,Walker,Fred (Dixie),,
1956,International League,regular,Miami,0,M90039,Osborn,Donald,,
1956,International League,regular,Montreal,0,M90047,Mulleavy,Gregory,,
1956,International League,regular,Richmond,0,M90052,Lopat,Edmund,,
1956,International League,regular,Havana,1,M90060,Otero,Regino,,
1956,International League,regular,Havana,2,M90071,Reyes,Napoleon,19560604,
1956,International League,regular,Columbus,0,M90083,Cullop,Henry (Nick),,
1956,International League,regular,Buffalo,0,M90094,Cavarretta,Philip,,
1956,Western League,regular,Amarillo,0,M90018,Stevens,Charles,,
1956,Western League,regular,Lincoln,0,M90026,Shepard,Lawrence,,
1956,Western League,regular,Des Moines,0,M90039,Klein,Louis,,
1956,Western League,regular,Topeka,0,M90047,Bates,Hubert (Buddy),,
1956,Western League,regular,Pueblo,0,M90052,Hathaway,Ray,,
1956,Western League,regular,Colorado Springs,0,M90060,Conway,John (Jack),,
1956,Western League,regular,Albuquerque,0,M90071,Swift,Robert,,
1956,Western League,regular,Sioux City,1,M90083,Olt,Harold,,
1956,Western League,regular,Sioux City,2,M90094,Clear,E. Robert,19560515,
