league.year,league.name,entry.name,phase.name,division.name,S_FIRST,S_LAST,R_G,R_W,R_L,R_T,R_PCT,R_RANK,R_ATT,B_G,B_IP,B_AB,B_R,B_ER,B_H,B_TB,B_1B,B_2B,B_3B,B_HR,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_SB,B_CS,B_AVG,P_G,P_CG,P_SHO,P_GF,P_W,P_L,P_T,P_PCT,P_IP,P_AB,P_R,P_ER,P_H,P_HR,P_BB,P_IBB,P_SO,P_HP,P_SH,P_SF,P_WP,P_BK,P_ERA,F_G,F_TC,F_PO,F_A,F_E,F_DP,F_TP,F_PB,F_XI,F_LOB,F_PCT
1956,American Association,Indianapolis,regular,,,,,92,62,0,0.597,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956,American Association,Denver,regular,,,,,87,67,0,0.565,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956,American Association,Omaha,regular,,,,,82,71,0,0.536,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956,American Association,Minneapolis,regular,,,,,78,75,1,0.51,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956,American Association,St. Paul,regular,,,,,75,78,0,0.49,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956,American Association,Charleston,regular,,,,,74,79,0,0.484,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956,American Association,Wichita,regular,,,,,65,88,0,0.425,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956,American Association,Louisville,regular,,,,,60,93,1,0.392,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956,American Association,Indianapolis,semifinal,Semifinal 1,,,,4,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956,American Association,Minneapolis,semifinal,Semifinal 1,,,,3,4,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956,American Association,Denver,semifinal,Semifinal 2,,,,4,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956,American Association,Omaha,semifinal,Semifinal 2,,,,2,4,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956,American Association,Indianapolis,final,,,,,4,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956,American Association,Denver,final,,,,,0,4,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956,American Association,Denver,regular,,,,,,,,,,368305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956,American Association,Minneapolis,regular,,,,,,,,,,318326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956,American Association,Indianapolis,regular,,,,,,,,,,231189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956,American Association,Omaha,regular,,,,,,,,,,212859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956,American Association,Charleston,regular,,,,,,,,,,150318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956,American Association,Wichita,regular,,,,,,,,,,109207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956,American Association,St. Paul,regular,,,,,,,,,,102004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956,American Association,Louisville,regular,,,,,,,,,,78842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956,American Association,Denver,regular,,,,,,,,,,,154,,5367,935,,1599,2520,,268,73,169,869,520,,881,,42,37,,51,,0.298,,,,,,,,,,,869,,,,,,,,,,,,,,,,,,,,,,,
1956,American Association,Indianapolis,regular,,,,,,,,,,,154,,5019,788,,1386,2172,,213,81,137,731,548,,775,,38,66,,83,,0.276,,,,,,,,,,,628,,,,,,,,,,,,,,,,,,,,,,,
1956,American Association,Omaha,regular,,,,,,,,,,,153,,5091,751,,1404,2068,,215,52,115,692,603,,700,,29,72,,31,,0.276,,,,,,,,,,,669,,,,,,,,,,,,,,,,,,,,,,,
1956,American Association,St. Paul,regular,,,,,,,,,,,153,,5089,744,,1395,2144,,240,46,139,680,478,,704,,26,54,,82,,0.274,,,,,,,,,,,783,,,,,,,,,,,,,,,,,,,,,,,
1956,American Association,Minneapolis,regular,,,,,,,,,,,154,,5004,727,,1334,2097,,227,55,142,675,497,,803,,40,48,,83,,0.267,,,,,,,,,,,734,,,,,,,,,,,,,,,,,,,,,,,
1956,American Association,Louisville,regular,,,,,,,,,,,154,,5095,622,,1340,1940,,221,53,91,571,443,,771,,39,43,,29,,0.263,,,,,,,,,,,850,,,,,,,,,,,,,,,,,,,,,,,
1956,American Association,Wichita,regular,,,,,,,,,,,153,,5071,700,,1300,2019,,209,39,144,643,568,,721,,27,81,,39,,0.256,,,,,,,,,,,768,,,,,,,,,,,,,,,,,,,,,,,
1956,American Association,Charleston,regular,,,,,,,,,,,153,,5002,669,,1262,1957,,233,48,122,631,490,,757,,48,67,,43,,0.252,,,,,,,,,,,635,,,,,,,,,,,,,,,,,,,,,,,
1956,American Association,Indianapolis,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,55,10,,,,,,1300.0,4943,628,550,1273,121,472,41,684,33,54,37,20,5,3.81,,,,,,,,,,,
1956,American Association,Charleston,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,65,9,,,,,,1315.0,4978,635,561,1305,100,445,24,730,41,68,34,20,2,3.84,,,,,,,,,,,
1956,American Association,Omaha,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,50,14,,,,,,1311.0,5037,669,564,1296,124,430,23,850,33,46,31,23,3,3.87,,,,,,,,,,,
1956,American Association,Minneapolis,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,35,11,,,,,,1309.0,5068,734,628,1377,130,513,69,683,40,70,37,41,4,4.32,,,,,,,,,,,
1956,American Association,Wichita,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,40,13,,,,,,1320.0,5136,768,656,1358,138,569,51,880,28,58,34,53,4,4.47,,,,,,,,,,,
1956,American Association,St. Paul,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,31,5,,,,,,1302.0,5022,783,677,1366,160,635,36,750,45,49,71,51,7,4.68,,,,,,,,,,,
1956,American Association,Louisville,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,65,3,,,,,,1313.0,5246,850,714,1516,114,503,36,726,33,63,58,28,1,4.89,,,,,,,,,,,
1956,American Association,Denver,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,46,3,,,,,,1329.0,5308,869,757,1529,172,580,43,809,36,60,42,60,4,5.13,,,,,,,,,,,
1956,American Association,Charleston,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,,3944,1690,144,135,0,17,,,0.975
1956,American Association,St. Paul,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,,3906,1590,144,148,0,23,,,0.974
1956,American Association,Omaha,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,,3933,1536,160,118,0,24,,,0.972
1956,American Association,Minneapolis,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,,3928,1601,168,149,0,18,,,0.971
1956,American Association,Indianapolis,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,,3899,1631,173,158,0,14,,,0.97
1956,American Association,Denver,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,,3987,1720,188,154,1,10,,,0.968
1956,American Association,Wichita,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,,3959,1560,184,144,0,21,,,0.968
1956,American Association,Louisville,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,,3939,1760,231,152,0,13,,,0.961
