league.year,league.name,entry.name,phase.name,division.name,S_FIRST,S_LAST,R_G,R_W,R_L,R_T,R_PCT,R_RANK,R_ATT,B_G,B_IP,B_AB,B_R,B_ER,B_H,B_TB,B_1B,B_2B,B_3B,B_HR,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_SB,B_CS,B_LOB,B_AVG,P_G,P_CG,P_SHO,P_GF,P_W,P_L,P_T,P_PCT,P_SV,P_IP,P_TBF,P_AB,P_R,P_ER,P_H,P_HR,P_BB,P_IBB,P_SO,P_HP,P_SH,P_SF,P_WP,P_BK,P_ERA,F_G,F_TC,F_PO,F_A,F_E,F_DP,F_TP,F_PB,F_SB,F_CS,F_XI,F_LOB,F_PCT
1974,Mexican League,Monterrey,regular,,,,,,,,,,,137,,4435,560,,1192,1584,,167,27,57,500,518,78,657,,31,73,31,89,72,1013,0.269,,,,,,,,,,,,,601,,,,,,,,,,,,,,,,,,,,,,,,,
1974,Mexican League,Chihuahua,regular,,,,,,,,,,,135,,4294,512,,1142,1499,,158,32,45,446,418,59,553,,38,56,38,44,29,963,0.266,,,,,,,,,,,,,596,,,,,,,,,,,,,,,,,,,,,,,,,
1974,Mexican League,Reynosa,regular,,,,,,,,,,,132,,4182,481,,1102,1476,,139,44,49,428,319,59,551,,39,61,25,79,67,847,0.264,,,,,,,,,,,,,559,,,,,,,,,,,,,,,,,,,,,,,,,
1974,Mexican League,Coahuilla,regular,,,,,,,,,,,138,,4521,522,,1191,1595,,180,25,58,461,479,62,711,,29,77,45,80,75,989,0.263,,,,,,,,,,,,,574,,,,,,,,,,,,,,,,,,,,,,,,,
1974,Mexican League,Gomez Palacio,regular,,,,,,,,,,,138,,4377,608,,1150,1629,,159,31,86,543,511,53,818,,36,45,50,108,73,940,0.263,,,,,,,,,,,,,543,,,,,,,,,,,,,,,,,,,,,,,,,
1974,Mexican League,Veracruz,regular,,,,,,,,,,,137,,4329,523,,1136,1497,,169,30,44,474,471,66,613,,46,53,31,34,38,988,0.262,,,,,,,,,,,,,525,,,,,,,,,,,,,,,,,,,,,,,,,
1974,Mexican League,Tampico,regular,,,,,,,,,,,138,,4356,541,,1134,1624,,149,19,101,477,518,51,680,,46,61,21,39,52,1002,0.26,,,,,,,,,,,,,547,,,,,,,,,,,,,,,,,,,,,,,,,
1974,Mexican League,Cordoba,regular,,,,,,,,,,,133,,4257,504,,1108,1473,,163,26,50,453,451,88,566,,38,65,26,38,53,930,0.26,,,,,,,,,,,,,516,,,,,,,,,,,,,,,,,,,,,,,,,
1974,Mexican League,Mexico City Tigers,regular,,,,,,,,,,,134,,4257,492,,1080,1441,,144,38,47,452,413,59,658,,27,76,32,37,62,895,0.254,,,,,,,,,,,,,570,,,,,,,,,,,,,,,,,,,,,,,,,
1974,Mexican League,Poza Rica,regular,,,,,,,,,,,137,,4218,442,,1070,1390,,133,32,41,393,465,72,656,,40,102,44,85,91,961,0.254,,,,,,,,,,,,,462,,,,,,,,,,,,,,,,,,,,,,,,,
1974,Mexican League,Yucatan,regular,,,,,,,,,,,135,,4132,421,,1031,1318,,118,17,45,376,436,57,564,,34,64,25,35,33,933,0.25,,,,,,,,,,,,,481,,,,,,,,,,,,,,,,,,,,,,,,,
1974,Mexican League,Poza Rica,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,63,16,,,,,,17,1162.0,,,462,361,1173,50,395,88,634,26,,,19,3,2.8,,,,,,,,,,,,,
1974,Mexican League,Jalisco,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,48,22,,,,,,27,1140.0,,,482,364,1079,55,434,30,701,40,,,65,5,2.87,,,,,,,,,,,,,
1974,Mexican League,Cordoba,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,46,19,,,,,,22,1130.0,,,516,382,1102,58,428,81,623,38,,,43,4,3.04,,,,,,,,,,,,,
1974,Mexican League,Yucatan,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,66,12,,,,,,17,1100.0,,,481,375,1089,56,429,52,666,46,,,42,3,3.07,,,,,,,,,,,,,
1974,Mexican League,Saltillo,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,65,16,,,,,,28,1162.0,,,468,397,1146,61,373,49,502,22,,,43,0,3.07,,,,,,,,,,,,,
1974,Mexican League,Mexico City Reds,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,54,13,,,,,,27,1171.0,,,549,416,1239,40,396,35,667,51,,,49,2,3.2,,,,,,,,,,,,,
1974,Mexican League,Puebla,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,51,14,,,,,,23,1149.0,,,523,424,1168,68,384,50,558,33,,,34,4,3.32,,,,,,,,,,,,,
1974,Mexican League,Gomez Palacio,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,63,17,,,,,,22,1169.0,,,543,436,1180,59,438,43,591,31,,,56,5,3.36,,,,,,,,,,,,,
1974,Mexican League,Veracruz,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,73,17,,,,,,14,1130.0,,,525,426,1187,52,404,78,506,38,,,42,0,3.39,,,,,,,,,,,,,
1974,Mexican League,Coahuilla,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,60,16,,,,,,10,1213.0,,,574,472,1243,57,426,94,629,35,,,54,9,3.5,,,,,,,,,,,,,
1974,Mexican League,Juarez,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,44,10,,,,,,22,1134.0,,,566,446,1173,50,495,75,595,38,,,50,3,3.54,,,,,,,,,,,,,
1974,Mexican League,Chihuahua,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,53,7,,,,,,13,1122.0,,,596,448,1134,58,555,118,708,38,,,45,3,3.59,,,,,,,,,,,,,
1974,Mexican League,Mexico City Tigers,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,58,11,,,,,,15,1131.0,,,570,453,1212,46,421,59,475,29,,,50,2,3.6,,,,,,,,,,,,,
1974,Mexican League,Tampico,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,58,15,,,,,,15,1151.0,,,547,465,1153,65,477,92,632,48,,,47,1,3.64,,,,,,,,,,,,,
1974,Mexican League,Reynosa,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,64,12,,,,,,15,1091.0,,,559,465,1118,69,452,51,625,27,,,53,9,3.84,,,,,,,,,,,,,
1974,Mexican League,Monterrey,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,48,7,,,,,,16,1165.0,,,601,515,1207,61,520,64,623,62,,,36,1,3.98,,,,,,,,,,,,,
1974,Mexican League,Saltillo,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,,3485,1657,120,155,0,16,,,,,0.977
1974,Mexican League,Monterrey,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,,3494,1495,136,123,1,16,,,,,0.973
1974,Mexican League,Mexico City Tigers,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,,3393,1525,135,138,0,16,,,,,0.973
1974,Mexican League,Jalisco,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,,3419,1439,137,155,0,34,,,,,0.973
1974,Mexican League,Tampico,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,,3452,1351,136,103,0,17,,,,,0.972
1974,Mexican League,Cordoba,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,,3390,1431,139,133,0,18,,,,,0.972
1974,Mexican League,Veracruz,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,,3391,1667,146,149,0,21,,,,,0.972
1974,Mexican League,Poza Rica,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,,3486,1460,146,102,0,19,,,,,0.971
1974,Mexican League,Mexico City Reds,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,,3512,1537,150,152,1,26,,,,,0.971
1974,Mexican League,Juarez,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,,3401,1486,149,113,0,21,,,,,0.97
1974,Mexican League,Puebla,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,,3446,1544,162,137,0,16,,,,,0.969
1974,Mexican League,Gomez Palacio,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,,3508,1497,163,122,0,14,,,,,0.968
1974,Mexican League,Yucatan,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,,3301,1389,153,114,0,24,,,,,0.968
1974,Mexican League,Reynosa,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,,3273,1358,172,120,1,17,,,,,0.964
1974,Mexican League,Coahuilla,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,,3638,1527,200,104,0,15,,,,,0.963
1974,Mexican League,Chihuahua,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,,3366,1393,199,140,2,15,,,,,0.96
