league.year,league.name,entry.name,phase.name,division.name,S_FIRST,S_LAST,R_G,R_W,R_L,R_T,R_PCT,R_RANK,R_ATT,B_G,B_IP,B_AB,B_R,B_ER,B_H,B_TB,B_1B,B_2B,B_3B,B_HR,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_SB,B_CS,B_LOB,B_AVG,P_G,P_CG,P_SHO,P_GF,P_W,P_L,P_T,P_PCT,P_SV,P_IP,P_TBF,P_AB,P_R,P_ER,P_H,P_HR,P_BB,P_IBB,P_SO,P_HP,P_SH,P_SF,P_WP,P_BK,P_ERA,F_G,F_TC,F_PO,F_A,F_E,F_DP,F_TP,F_PB,F_SB,F_CS,F_XI,F_LOB,F_PCT
1973,Mexican League,Saltillo,semifinal,Semifinal 1,,,,3,2,0,0.6000000000000001,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,Mexican League,Tampico,semifinal,Semifinal 1,,,,2,3,0,0.4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,Mexican League,Mexico City Reds,semifinal,Semifinal 2,,,,3,1,0,0.75,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,Mexican League,Veracruz,semifinal,Semifinal 2,,,,1,3,0,0.25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,Mexican League,Mexico City Reds,final,,,,,4,3,0,0.5710000000000001,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,Mexican League,Saltillo,playoff,,,,,3,4,0,0.429,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,Mexican League,Chihuahua,regular,,,,,,,,,,174338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,Mexican League,Cordoba,regular,,,,,,,,,,160894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,Mexican League,Gomez Palacio,regular,,,,,,,,,,180392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,Mexican League,Jalisco,regular,,,,,,,,,,187142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,Mexican League,Juarez,regular,,,,,,,,,,173950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,Mexican League,Mexico City Reds,regular,,,,,,,,,,434133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,Mexican League,Mexico City Tigers,regular,,,,,,,,,,252306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,Mexican League,Monterrey,regular,,,,,,,,,,180000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,Mexican League,Poza Rica,regular,,,,,,,,,,219851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,Mexican League,Puebla,regular,,,,,,,,,,143565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,Mexican League,Reynosa,regular,,,,,,,,,,97341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,Mexican League,Sabinas,regular,,,,,,,,,,98132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,Mexican League,Saltillo,regular,,,,,,,,,,169059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,Mexican League,Tampico,regular,,,,,,,,,,218444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,Mexican League,Veracruz,regular,,,,,,,,,,100993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,Mexican League,Yucatan,regular,,,,,,,,,,79967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,Mexican League,Saltillo,regular,,,,,,,,,,,132,,4290,712,,1333,1896,,202,47,89,689,384,59,532,,45,31,44,90,41,926,0.311,,,,,,,,,,,,,492,,,,,,,,,,,,,,,,,,,,,,,,,
1973,Mexican League,Tampico,regular,,,,,,,,,,,131,,4233,688,,1212,1728,,167,17,105,659,538,74,725,,46,45,44,63,33,983,0.28600000000000003,,,,,,,,,,,,,537,,,,,,,,,,,,,,,,,,,,,,,,,
1973,Mexican League,Jalisco,regular,,,,,,,,,,,131,,4268,549,,1218,1723,,176,49,77,615,473,57,701,,39,44,34,47,55,938,0.28500000000000003,,,,,,,,,,,,,507,,,,,,,,,,,,,,,,,,,,,,,,,
1973,Mexican League,Mexico City Reds,regular,,,,,,,,,,,134,,4306,639,,1219,1694,,197,61,52,595,427,48,616,,49,43,41,62,33,916,0.28300000000000003,,,,,,,,,,,,,490,,,,,,,,,,,,,,,,,,,,,,,,,
1973,Mexican League,Puebla,regular,,,,,,,,,,,137,,4341,565,,1189,1595,,165,35,57,531,430,68,635,,31,75,31,74,69,909,0.274,,,,,,,,,,,,,547,,,,,,,,,,,,,,,,,,,,,,,,,
1973,Mexican League,Chihuahua,regular,,,,,,,,,,,133,,4206,469,,1141,1463,,129,32,43,439,376,56,531,,35,63,25,81,40,827,0.271,,,,,,,,,,,,,690,,,,,,,,,,,,,,,,,,,,,,,,,
1973,Mexican League,Reynosa,regular,,,,,,,,,,,133,,4185,494,,1128,1523,,146,24,67,449,357,50,613,,27,75,39,74,38,897,0.27,,,,,,,,,,,,,501,,,,,,,,,,,,,,,,,,,,,,,,,
1973,Mexican League,Gomez Palacio,regular,,,,,,,,,,,131,,4294,589,,1157,1632,,168,35,79,561,447,40,756,,42,56,33,50,58,906,0.269,,,,,,,,,,,,,563,,,,,,,,,,,,,,,,,,,,,,,,,
1973,Mexican League,Mexico City Tigers,regular,,,,,,,,,,,131,,3926,508,,1036,1340,,129,32,37,449,409,53,575,,37,78,34,49,64,831,0.264,,,,,,,,,,,,,566,,,,,,,,,,,,,,,,,,,,,,,,,
1973,Mexican League,Juarez,regular,,,,,,,,,,,135,,4156,488,,1094,1505,,166,31,61,466,362,62,639,,36,70,37,48,41,855,0.263,,,,,,,,,,,,,613,,,,,,,,,,,,,,,,,,,,,,,,,
1973,Mexican League,Poza Rica,regular,,,,,,,,,,,132,,3870,484,,1014,1323,,134,32,37,465,465,75,579,,43,92,33,87,58,878,0.262,,,,,,,,,,,,,415,,,,,,,,,,,,,,,,,,,,,,,,,
1973,Mexican League,Monterrey,regular,,,,,,,,,,,134,,4105,507,,1061,1516,,151,29,82,483,486,57,754,,52,87,29,62,23,970,0.258,,,,,,,,,,,,,509,,,,,,,,,,,,,,,,,,,,,,,,,
1973,Mexican League,Veracruz,regular,,,,,,,,,,,130,,3917,465,,1002,1421,,169,20,70,434,411,57,625,,38,92,26,39,39,843,0.256,,,,,,,,,,,,,489,,,,,,,,,,,,,,,,,,,,,,,,,
1973,Mexican League,Sabinas,regular,,,,,,,,,,,132,,4022,416,,1019,1362,,142,24,51,396,343,46,681,,24,79,37,47,39,849,0.253,,,,,,,,,,,,,569,,,,,,,,,,,,,,,,,,,,,,,,,
1973,Mexican League,Cordoba,regular,,,,,,,,,,,133,,4125,453,,1022,1376,,158,23,50,428,405,38,633,,42,52,22,35,31,908,0.248,,,,,,,,,,,,,535,,,,,,,,,,,,,,,,,,,,,,,,,
1973,Mexican League,Yucatan,regular,,,,,,,,,,,135,,4032,435,,968,1300,,129,25,51,411,494,45,693,,32,49,30,60,34,925,0.24,,,,,,,,,,,,,538,,,,,,,,,,,,,,,,,,,,,,,,,
1973,Mexican League,Poza Rica,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,63,26,,,,,,17,1060.0,,,415,323,1016,42,336,69,568,33,,,43,2,2.74,,,,,,,,,,,,,
1973,Mexican League,Mexico City Reds,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,56,18,,,,,,19,1110.0,,,490,365,1126,33,318,42,692,42,,,38,4,2.96,,,,,,,,,,,,,
1973,Mexican League,Jalisco,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,36,13,,,,,,27,1110.0,,,507,373,1096,64,458,36,753,30,,,66,3,3.02,,,,,,,,,,,,,
1973,Mexican League,Monterrey,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,55,21,,,,,,15,1088.0,,,509,370,1028,67,494,60,653,58,,,38,6,3.06,,,,,,,,,,,,,
1973,Mexican League,Saltillo,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,63,15,,,,,,19,1079.0,,,492,381,1109,75,387,35,620,27,,,59,3,3.18,,,,,,,,,,,,,
1973,Mexican League,Reynosa,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,45,14,,,,,,19,1103.0,,,501,392,1111,65,445,39,746,28,,,43,1,3.2,,,,,,,,,,,,,
1973,Mexican League,Puebla,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,41,5,,,,,,27,1149.0,,,547,414,1163,58,373,55,722,55,,,49,6,3.24,,,,,,,,,,,,,
1973,Mexican League,Veracruz,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,37,16,,,,,,30,1059.0,,,489,396,1085,51,394,49,515,26,,,38,0,3.37,,,,,,,,,,,,,
1973,Mexican League,Juarez,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,50,7,,,,,,9,1099.0,,,613,464,1178,67,562,66,605,55,,,70,2,3.8,,,,,,,,,,,,,
1973,Mexican League,Sabinas,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,32,14,,,,,,20,1062.0,,,569,434,1106,57,437,52,758,55,,,55,9,3.68,,,,,,,,,,,,,
1973,Mexican League,Tampico,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,47,12,,,,,,24,1092.0,,,537,425,1034,71,445,85,656,32,,,51,2,3.5,,,,,,,,,,,,,
1973,Mexican League,Cordoba,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,36,13,,,,,,18,1084.0,,,535,411,1053,53,501,86,643,47,,,54,9,3.41,,,,,,,,,,,,,
1973,Mexican League,Yucatan,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,62,17,,,,,,17,1083.0,,,538,409,1143,53,407,62,601,33,,,45,2,3.4,,,,,,,,,,,,,
1973,Mexican League,Gomez Palacio,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,38,9,,,,,,30,1132.0,,,563,424,1157,96,371,40,543,34,,,42,3,3.37,,,,,,,,,,,,,
1973,Mexican League,Chihuahua,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,43,8,,,,,,16,1097.0,,,690,510,1247,101,480,45,723,35,,,56,1,4.18,,,,,,,,,,,,,
1973,Mexican League,Mexico City Tigers,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,33,10,,,,,,20,1050.0,,,566,503,1161,55,399,64,490,28,,,33,2,4.31,,,,,,,,,,,,,
1973,Mexican League,Mexico City Tigers,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,,3149,1394,95,115,0,19,,,,,0.98
1973,Mexican League,Veracruz,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,,3178,1642,110,153,0,14,,,,,0.978
1973,Mexican League,Juarez,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,,3297,1648,122,158,1,35,,,,,0.976
1973,Mexican League,Saltillo,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,,3237,1474,126,136,0,21,,,,,0.974
1973,Mexican League,Jalisco,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,,3330,1445,129,142,0,44,,,,,0.974
1973,Mexican League,Mexico City Reds,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,,3330,1513,134,125,0,19,,,,,0.973
1973,Mexican League,Monterrey,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,,3265,1505,132,139,0,11,,,,,0.973
1973,Mexican League,Puebla,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,,3446,1509,138,132,0,34,,,,,0.973
1973,Mexican League,Tampico,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,,3276,1404,132,120,0,21,,,,,0.973
1973,Mexican League,Reynosa,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,,3308,1330,143,108,0,10,,,,,0.97
1973,Mexican League,Poza Rica,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,,3181,1339,140,108,1,18,,,,,0.97
1973,Mexican League,Cordoba,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,,3251,1327,142,115,0,34,,,,,0.97
1973,Mexican League,Yucatan,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,,3249,1457,158,101,0,22,,,,,0.968
1973,Mexican League,Sabinas,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,,3187,1348,155,101,0,29,,,,,0.967
1973,Mexican League,Chihuahua,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,,3291,1335,159,119,0,28,,,,,0.967
1973,Mexican League,Gomez Palacio,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,,3397,1563,181,153,0,16,,,,,0.965
