league.year,league.name,entry.name,phase.name,division.name,S_FIRST,S_LAST,R_G,R_W,R_L,R_T,R_PCT,R_RANK,R_ATT,B_G,B_IP,B_AB,B_R,B_ER,B_H,B_TB,B_1B,B_2B,B_3B,B_HR,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_SB,B_CS,B_AVG,P_G,P_CG,P_SHO,P_GF,P_W,P_L,P_T,P_PCT,P_IP,P_AB,P_R,P_ER,P_H,P_HR,P_BB,P_IBB,P_SO,P_HP,P_SH,P_SF,P_WP,P_BK,P_ERA,F_G,F_TC,F_PO,F_A,F_E,F_DP,F_TP,F_PB,F_XI,F_LOB,F_PCT
1889,Atlantic Association,Worcester,regular,,,,,54,35,,0.607,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889,Atlantic Association,Jersey City,regular,,,,,33,23,,0.589,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889,Atlantic Association,Newark,regular,,,,,49,39,,0.557,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889,Atlantic Association,Hartford,regular,,,,,49,44,,0.527,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889,Atlantic Association,New Haven,regular,,,,,38,50,,0.432,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889,Atlantic Association,Wilkes-Barre,regular,,,,,32,20,,0.405,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889,Atlantic Association,Easton,regular,,,,,10,26,,0.378,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889,Atlantic Association,Lowell,regular,,,,,31,59,,0.344,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889,Atlantic Association,Wilkes-Barre,regular,,,,,,,,,,,52,,1904,435,257,541,,,,,,,,,,,,,,252,,0.283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889,Atlantic Association,Worcester,regular,,,,,,,,,,,90,,3250,645,267,852,,,,,,,,,,,,,,378,,0.262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889,Atlantic Association,Jersey City,regular,,,,,,,,,,,57,,2039,401,122,494,,,,,,,,,,,,,,218,,0.245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889,Atlantic Association,New Haven,regular,,,,,,,,,,,88,,3024,458,141,733,,,,,,,,,,,,,,273,,0.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889,Atlantic Association,Lowell,regular,,,,,,,,,,,90,,3048,465,144,729,,,,,,,,,,,,,,283,,0.239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889,Atlantic Association,Newark,regular,,,,,,,,,,,90,,3039,464,226,713,,,,,,,,,,,,,,313,,0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889,Atlantic Association,Easton,regular,,,,,,,,,,,36,,1250,291,65,294,,,,,,,,,,,,,,131,,0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889,Atlantic Association,Hartford,regular,,,,,,,,,,,93,,3122,291,192,726,,,,,,,,,,,,,,253,,0.232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889,Atlantic Association,Easton,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,961,568,131,,,,,,0.921
1889,Atlantic Association,Hartford,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,,2342,1297,323,,,,,,0.918
1889,Atlantic Association,Worcester,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,2360,1227,333,,,,,,0.917
1889,Atlantic Association,Newark,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,2364,1148,338,,,,,,0.913
1889,Atlantic Association,Lowell,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,2387,1233,351,,,,,,0.912
1889,Atlantic Association,New Haven,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,2348,1204,363,,,,,,0.907
1889,Atlantic Association,Jersey City,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,1470,754,227,,,,,,0.907
1889,Atlantic Association,Wilkes-Barre,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,1345,762,217,,,,,,0.907
