league.year,league.name,entry.name,phase.name,division.name,R_G,R_W,R_L,R_T,R_PCT,R_RANK,R_ATT,B_G,B_IP,B_AB,B_R,B_ER,B_H,B_TB,B_1B,B_2B,B_3B,B_HR,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_SB,B_CS,B_AVG,P_G,P_CG,P_SHO,P_GF,P_W,P_L,P_T,P_PCT,P_IP,P_AB,P_R,P_ER,P_H,P_HR,P_BB,P_IBB,P_SO,P_HP,P_SH,P_SF,P_WP,P_BK,P_ERA,F_G,F_TC,F_PO,F_A,F_E,F_DP,F_TP,F_PB,F_XI,F_LOB,F_PCT
1911,American Association,Minneapolis,regular,,,99,66,,0.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911,American Association,Kansas City,regular,,,94,70,,0.573,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911,American Association,Columbus,regular,,,87,78,,0.527,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911,American Association,St. Paul,regular,,,79,85,,0.481,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911,American Association,Milwaukee,regular,,,79,87,,0.476,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911,American Association,Toledo,regular,,,78,86,,0.476,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911,American Association,Indianapois,regular,,,78,88,,0.47,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911,American Association,Louisville,regular,,,67,101,,0.398,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911,American Association,Minneapolis,regular,,,,,,,,,167,,5747,969,,1727,,,306,74,68,,,,,,,255,,248,,0.301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911,American Association,Kansas City,regular,,,,,,,,,165,,5546,878,,1549,,,267,62,52,,,,,,,253,,168,,0.279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911,American Association,Toledo,regular,,,,,,,,,169,,5611,719,,1501,,,194,72,17,,,,,,,266,,251,,0.268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911,American Association,Columbus,regular,,,,,,,,,165,,5573,774,,1488,,,249,74,20,,,,,,,200,,166,,0.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911,American Association,Louisville,regular,,,,,,,,,170,,5694,738,,1520,,,231,103,30,,,,,,,217,,175,,0.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911,American Association,Indianapolis,regular,,,,,,,,,169,,5504,671,,1419,,,159,70,16,,,,,,,244,,169,,0.258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911,American Association,St. Paul,regular,,,,,,,,,166,,5484,727,,1390,,,176,86,39,,,,,,,136,,268,,0.253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911,American Association,Milwaukee,regular,,,,,,,,,167,,5544,693,,1399,,,329,67,33,,,,,,,210,,139,,0.252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911,American Association,Indianapolis,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169,,4406,2169,275,,,,,,0.96
1911,American Association,St. Paul,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,,4415,2072,325,,,,,,0.952
1911,American Association,Toledo,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169,,4526,2249,358,,,,,,0.95
