league.year,league.name,entry.name,phase.name,division.name,S_FIRST,S_LAST,R_G,R_W,R_L,R_T,R_PCT,R_RANK,R_ATT,B_G,B_IP,B_AB,B_R,B_ER,B_H,B_TB,B_1B,B_2B,B_3B,B_HR,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_SB,B_CS,B_AVG,P_G,P_CG,P_SHO,P_GF,P_W,P_L,P_T,P_PCT,P_IP,P_AB,P_R,P_ER,P_H,P_HR,P_BB,P_IBB,P_SO,P_HP,P_SH,P_SF,P_WP,P_BK,P_ERA,F_G,F_TC,F_PO,F_A,F_E,F_DP,F_TP,F_PB,F_XI,F_LOB,F_PCT
1920,Central League,Grand Rapids,regular,,,,,76,50,,0.603,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920,Central League,Kalamazoo,regular,,,,,64,60,,0.526,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920,Central League,Ludington,regular,,,,,63,63,,0.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920,Central League,Muskegon,regular,,,,,47,77,,0.379,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920,Central League,Grand Rapids,regular,,,,,,,,,,,128,,4334,563,,1142,1435,,140,57,13,,454,,511,,57,127,,149,,0.263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920,Central League,Ludington,regular,,,,,,,,,,,127,,4163,579,,1070,1429,,172,32,41,,482,,556,,59,184,,112,,0.257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920,Central League,Muskegon,regular,,,,,,,,,,,125,,4284,524,,1102,1374,,166,41,8,,350,,563,,46,166,,68,,0.257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920,Central League,Kalamazoo,regular,,,,,,,,,,,128,,4028,537,,960,1206,,109,46,15,,432,,561,,43,197,,211,,0.238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920,Central League,Kalamazoo,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,,3316,1469,253,,,,,,0.95
1920,Central League,Ludington,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,,3298,1465,250,,,,,,0.95
