league.year,league.name,entry.name,phase.name,division.name,R_G,R_W,R_L,R_T,R_PCT,R_RANK,R_ATT,B_G,B_IP,B_AB,B_R,B_ER,B_H,B_TB,B_1B,B_2B,B_3B,B_HR,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_SB,B_CS,B_AVG,P_G,P_W,P_L,P_T,P_PCT,P_R,F_G,F_TC,F_PO,F_A,F_E,F_DP,F_TP,F_PB,F_XI,F_LOB,F_PCT
1915,Pacific Coast League,Salt Lake,regular,,,,,,,,,200.0,,6947.0,1020.0,,1975.0,,,451.0,68.0,75.0,,,,,,,215.0,,205.0,,0.284,,,,,,,,,,,,,,,,,
1915,Pacific Coast League,San Francisco,regular,,,,,,,,,208.0,,6894.0,934.0,,1896.0,,,312.0,45.0,99.0,,,,,,,284.0,,349.0,,0.275,,,,,,,,,,,,,,,,,
1915,Pacific Coast League,Los Angeles,regular,,,,,,,,,210.0,,6893.0,877.0,,1837.0,,,249.0,80.0,42.0,,,,,,,314.0,,267.0,,0.267,,,,,,,,,,,,,,,,,
1915,Pacific Coast League,Portland,regular,,,,,,,,,196.0,,6706.0,727.0,,1778.0,,,320.0,38.0,51.0,,,,,,,185.0,,206.0,,0.265,,,,,,,,,,,,,,,,,
1915,Pacific Coast League,Oakland,regular,,,,,,,,,209.0,,6964.0,871.0,,1841.0,,,281.0,47.0,47.0,,,,,,,234.0,,240.0,,0.264,,,,,,,,,,,,,,,,,
1915,Pacific Coast League,Vernon,regular,,,,,,,,,207.0,,6897.0,792.0,,1771.0,,,236.0,84.0,44.0,,,,,,,259.0,,168.0,,0.257,,,,,,,,,,,,,,,,,
1915,Pacific Coast League,Vernon,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.0,,5698.0,2874.0,319.0,,,,,,0.964
1915,Pacific Coast League,Los Angeles,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.0,,5698.0,3029.0,352.0,,,,,,0.961
1915,Pacific Coast League,Oakland,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.0,,5602.0,2911.0,342.0,,,,,,0.961
1915,Pacific Coast League,Portland,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.0,,5280.0,2603.0,341.0,,,,,,0.959
1915,Pacific Coast League,San Francisco,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.0,,5653.0,2798.0,368.0,,,,,,0.958
1915,Pacific Coast League,Salt Lake,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,,5380.0,2512.0,342.0,,,,,,0.958
1915,Southern Association,New Orleans,regular,,,91.0,63.0,,0.591,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1915,Southern Association,Birmingham,regular,,,86.0,67.0,,0.562,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1915,Southern Association,Memphis,regular,,,81.0,73.0,,0.526,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1915,Southern Association,Nashville,regular,,,75.0,78.0,,0.49,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1915,Southern Association,Atlanta,regular,,,74.0,79.0,,0.483,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1915,Southern Association,Chattanooga,regular,,,73.0,80.0,,0.476,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1915,Southern Association,Mobile,regular,,,68.0,86.0,,0.441,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1915,Southern Association,Little Rock,regular,,,65.0,87.0,,0.427,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1915,Southern Association,New Orleans,regular,,,,,,,,,159.0,,4968.0,711.0,,1349.0,1791.0,,184.0,87.0,28.0,,,,,,,209.0,,208.0,,0.271,,,,,,,,,,,,,,,,,
1915,Southern Association,Mobile,regular,,,,,,,,,156.0,,4902.0,552.0,,1234.0,1632.0,,187.0,53.0,35.0,,,,,,,158.0,,193.0,,0.252,,,,,,,,,,,,,,,,,
1915,Southern Association,Nashville,regular,,,,,,,,,158.0,,4933.0,606.0,,1242.0,1558.0,,189.0,44.0,13.0,,,,,,,189.0,,192.0,,0.252,,,,,,,,,,,,,,,,,
1915,Southern Association,Memphis,regular,,,,,,,,,155.0,,4914.0,602.0,,1233.0,1578.0,,158.0,65.0,19.0,,,,,,,261.0,,147.0,,0.251,,,,,,,,,,,,,,,,,
1915,Southern Association,Birmingham,regular,,,,,,,,,161.0,,5231.0,601.0,,1289.0,1682.0,,174.0,81.0,19.0,,,,,,,176.0,,201.0,,0.246,,,,,,,,,,,,,,,,,
1915,Southern Association,Little Rock,regular,,,,,,,,,156.0,,4867.0,549.0,,1176.0,1509.0,,159.0,66.0,14.0,,,,,,,169.0,,158.0,,0.242,,,,,,,,,,,,,,,,,
1915,Southern Association,Atlanta,regular,,,,,,,,,153.0,,4649.0,487.0,,1107.0,1439.0,,141.0,73.0,15.0,,,,,,,179.0,,154.0,,0.238,,,,,,,,,,,,,,,,,
1915,Southern Association,Chattanooga,regular,,,,,,,,,158.0,,4937.0,512.0,,1177.0,1510.0,,177.0,51.0,18.0,,,,,,,216.0,,128.0,,0.238,,,,,,,,,,,,,,,,,
1915,Southern Association,New Orleans,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0,63.0,5.0,,,159.0,,4069.0,2037.0,246.0,104.0,0.0,9.0,,,0.961
1915,Southern Association,Atlanta,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,79.0,0.0,,,153.0,,3865.0,1874.0,232.0,106.0,0.0,21.0,,,0.961
1915,Southern Association,Chattanooga,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,80.0,5.0,,,158.0,,4054.0,2036.0,248.0,107.0,0.0,24.0,,,0.961
1915,Southern Association,Mobile,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,86.0,2.0,,,156.0,,3974.0,1934.0,249.0,85.0,1.0,12.0,,,0.96
1915,Southern Association,Nashville,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,78.0,5.0,,,158.0,,3998.0,2078.0,278.0,94.0,0.0,15.0,,,0.956
1915,Southern Association,Birmingham,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,67.0,8.0,,,161.0,,4300.0,2213.0,303.0,108.0,0.0,19.0,,,0.956
1915,Southern Association,Memphis,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,73.0,1.0,,,155.0,,4099.0,2139.0,295.0,105.0,1.0,12.0,,,0.955
1915,Southern Association,Little Rock,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,87.0,4.0,,,156.0,,3982.0,1916.0,281.0,100.0,0.0,16.0,,,0.955
