league.year,league.name,entry.name,phase.name,division.name,S_FIRST,S_LAST,R_G,R_W,R_L,R_T,R_PCT,R_RANK,R_ATT,B_G,B_IP,B_AB,B_R,B_ER,B_H,B_TB,B_1B,B_2B,B_3B,B_HR,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_SB,B_CS,B_AVG,P_G,P_CG,P_SHO,P_GF,P_W,P_L,P_T,P_PCT,P_IP,P_AB,P_R,P_ER,P_H,P_HR,P_BB,P_IBB,P_SO,P_HP,P_SH,P_SF,P_WP,P_BK,P_ERA,F_G,F_TC,F_PO,F_A,F_E,F_DP,F_TP,F_PB,F_XI,F_LOB,F_PCT
1913,Appalachian League,Johnson City,regular/first,,,,,35,17,,0.673,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913,Appalachian League,Knoxville,regular/first,,,,,29,24,,0.547,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913,Appalachian League,Bristol,regular/first,,,,,24,26,,0.48,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913,Appalachian League,Rome,regular/first,,,,,22,27,,0.449,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913,Appalachian League,Morristown,regular/first,,,,,21,28,,0.429,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913,Appalachian League,Middlesboro,regular/first,,,,,20,29,,0.408,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913,Appalachian League,Knoxville,regular/second,,,,,35,15,,0.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913,Appalachian League,Morristown,regular/second,,,,,34,18,,0.654,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913,Appalachian League,Johnson City,regular/second,,,,,31,21,,0.596,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913,Appalachian League,Rome,regular/second,,,,,23,29,,0.442,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913,Appalachian League,Bristol,regular/second,,,,,21,29,,0.42,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913,Appalachian League,Middlesboro,regular/second,,,,,10,42,,0.192,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913,Appalachian League,Johnson City,final,,,,,1,2,,0.333,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913,Appalachian League,Knoxville,final,,,,,2,1,,0.667,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913,Appalachian League,Morristown,regular,,,,,,,,,,,103,,3305,449,,979,1294,,137,32,38,,214,,446,,,134,,166,,0.279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913,Appalachian League,Rome,regular,,,,,,,,,,,105,,3407,472,,931,1236,,152,33,29,,282,,493,,,113,,143,,0.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913,Appalachian League,Knoxville,regular,,,,,,,,,,,108,,3614,478,,977,1351,,173,48,35,,201,,393,,,120,,157,,0.279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913,Appalachian League,Middlesboro,regular,,,,,,,,,,,104,,3290,352,,820,1098,,148,41,16,,154,,485,,,94,,136,,0.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913,Appalachian League,Johnson City,regular,,,,,,,,,,,107,,3305,394,,810,1042,,125,49,3,,184,,367,,,92,,195,,0.245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913,Appalachian League,Bristol,regular,,,,,,,,,,,105,,3368,382,,802,1059,,146,36,13,,195,,567,,,93,,186,,0.238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913,Appalachian League,Johnson City,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4197,2782,1264,151,,,,,,0.964
1913,Appalachian League,Knoxville,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4326,2879,1288,159,,,,,,0.963
